user_id,manga_id,rating
5631950,129882,90
5631950,132657,90
5631950,133042,90
5631950,133595,90
5631950,134141,70
5631950,135174,90
5631950,136015,90
5631950,136053,70
5631950,136499,90
5631950,136864,90
5631950,137280,90
5631950,137304,90
5631950,137513,90
5631950,137518,70
5631950,137942,90
5631950,138104,70
5631950,138666,70
5631950,139671,90
5631950,139699,70
5631950,139741,90
5631950,139760,70
5631950,139976,90
5631950,140929,90
5631950,141092,90
5631950,141343,90
5631950,141760,90
5631950,141813,90
5631950,141958,70
5631950,142127,90
5631950,142287,90
5631950,142704,70
5631950,143117,90
5631950,144599,70
5631950,145134,90
5631950,145642,90
5631950,145675,90
5631950,146597,90
5631950,147102,90
5631950,147636,90
5631950,148134,90
5631950,148331,90
5631950,150384,90
5631950,150600,70
5631950,150898,90
5631950,151540,90
5631950,152284,90
5631950,152437,90
5631950,153432,90
5631950,154213,70
5631950,154726,90
5631950,154852,50
5631950,154908,90
5631950,156477,90
5631950,157578,90
5631950,158488,90
5631950,159691,70
5631950,161216,90
5631950,162199,70
5631950,162941,50
5631950,163006,50
5631950,163277,70
5631950,163520,70
5631950,165143,70
5631950,166121,70
5631950,166159,90
5631950,166909,50
5631950,168137,70
5631950,168731,70
5631950,169612,50
5631950,170737,70
